,0
384,2.0661335
385,2.526728
386,1.9087659
387,2.5561218
388,2.0000782
389,1.5640614
390,1.7529479
391,1.614738
392,1.6009393
393,1.6867641
394,1.6281056
395,1.6342623
396,1.6419873
397,1.4162077
398,1.5002034
399,1.3737504
400,1.4843035
401,1.3932269
402,1.4922076
403,1.5884775
404,1.5715266
405,1.5777593
406,1.4434923
407,1.5084579
408,1.4711926
409,1.5189345
410,1.4216621
411,1.4998746
412,1.4491343
413,1.5070528
414,1.5942615
415,1.5997427
416,1.5836915
417,1.5886171
418,1.3690982
419,1.4749001
420,1.380061
421,1.483178
422,1.3654258
423,1.4666381
424,1.3761553
425,1.4741316
426,1.3992229
427,1.4913117
428,1.427055
429,1.4989227
430,1.3865358
431,1.4824997
432,1.4058149
433,1.490578
434,1.5016484
435,1.5304362
436,1.5335221
437,1.5482334
438,1.4745739
439,1.5165994
440,1.5042597
441,1.5282718
442,1.6058772
443,1.6138518
444,1.5940161
445,1.6007439
446,1.5691503
447,1.5721575
448,1.6176317
449,1.5977533
450,1.5370235
451,1.5444589
452,1.57508
453,1.5690632
454,1.6222506
455,1.6307096
456,1.6080487
457,1.6164421
458,1.4549958
459,1.5058404
460,1.4804422
461,1.5145458
462,1.4329803
463,1.4982482
464,1.4610143
465,1.5054388
466,1.5885049
467,1.5077999
468,1.5262337
469,1.5404955
470,1.5417315
471,1.4862942
472,1.5132128
473,1.5141914
474,1.5245745
475,1.5951957
476,1.6023463
477,1.5896827
478,2.2604702
479,2.2775915
480,2.298164
481,2.526587
482,2.2395515
483,2.5061784
484,2.2745883
485,2.2800775
486,2.2629302
487,2.2805867
488,2.263865
489,2.2396631
490,2.242095
491,2.224536
492,2.1886375
493,2.2449467
494,2.2266188
495,2.2470467
496,2.229186
497,2.5385728
498,2.2013216
499,2.5182803
500,2.236875
501,2.5501468
502,2.1616192
503,2.5297923
504,2.198097
505,2.2701595
506,2.2632167
507,2.508872
508,2.2342312
509,2.2646773
510,2.810675
511,2.5639951
512,2.118315
513,2.5420265
514,2.1585577
515,2.5781035
516,2.0696683
517,2.5545585
518,2.1151295
519,2.5212228
520,2.19493
521,2.2310874
522,2.5350533
523,2.1550505
524,2.5155687
525,2.191847
526,2.247742
527,2.2311914
528,2.2468498
529,2.2316656
530,2.213546
531,2.2154412
532,2.2469978
533,2.230776
534,2.2262225
535,2.2300205
536,2.2158623
537,2.199695
538,2.2149796
539,2.2001934
540,1.9070495
541,1.7889109
542,1.9362034
543,1.8156388
544,1.9660721
545,1.8248618
546,1.7912517
547,1.7702045
548,1.8296273
549,1.8007243
550,1.8160334
551,1.7078954
552,1.8691878
553,1.7449595
554,1.7549621
555,1.662895
556,1.8195729
557,1.6997056
558,1.6832057
559,1.7129775
560,1.7201034
561,1.6574093
562,1.678188
563,1.7004049
564,1.9075027
565,1.7800496
566,1.9373507
567,1.8060834
568,1.873594
569,1.7351531
570,1.9081737
571,1.7696679
572,1.7458827
573,1.73304
574,1.7809612
575,1.7547457
576,1.7039244
577,1.7102165
578,1.737288
579,1.7222437
580,2.0245154
581,1.8443025
582,2.0277202
583,1.854511
584,1.995841
585,1.8285985
586,2.026008
587,1.8389186
588,1.9198848
589,1.8815466
590,1.9433968
591,1.915251
592,1.8698376
593,1.8332614
594,1.9087498
595,1.8657349
596,2.0157373
597,1.8676949
598,2.0001788
599,1.8711257
600,2.018518
601,1.8532056
602,2.0066285
603,1.8647269
604,1.9587169
605,1.9508333
606,1.9734858
607,1.9856122
608,1.9340056
609,1.8999645
610,1.9501605
611,1.935729
612,1.9677752
613,1.8150822
614,1.9972179
615,1.8222038
616,1.9387982
617,1.7961099
618,1.9688593
619,1.8055212
620,1.8187416
621,1.7843091
622,1.8589414
623,1.8164412
624,1.7724948
625,1.739325
626,1.8087635
627,1.7668264
628,2.0206053
629,1.8366877
630,2.009462
631,1.8532298
632,1.9985178
633,1.8186524
634,2.0117588
635,1.836017
636,1.8960979
637,1.8489692
638,1.9240094
639,1.8831744
640,1.8478297
641,1.7995028
642,1.882929
643,1.8314856
644,1.8551257
645,1.8844535
646,1.81022
647,1.8360083
648,1.9170043
649,1.9512546
650,1.8649427
651,1.896589
652,1.7712557
653,1.7919327
654,1.7427781
655,1.7556312
656,1.8170912
657,1.8453456
658,1.7737834
659,1.7982584
660,1.6885669
661,1.6241919
662,1.7588762
663,1.6546872
664,1.6228329
665,1.5948654
666,1.6901786
667,1.6200597
668,1.6390272
669,1.653883
670,1.6804684
671,1.6255711
672,1.6359391
673,1.8232825
674,1.6913099
675,1.8763243
676,1.7260435
677,1.7643476
678,1.6480333
679,1.8279216
680,1.6823992
681,1.6737766
682,1.6905944
683,1.6955707
684,1.7005415
685,1.6497738
686,1.6707597
687,1.6689335
688,1.6805223
689,1.5814701
690,1.565676
691,1.6277654
692,1.5911909
693,1.5444423
694,1.5392255
695,1.5874956
696,1.5612009
697,1.6108037
698,1.6192405
699,1.5971295
700,1.6046586
701,1.6927414
702,1.6159936
703,1.7705688
704,1.6431717
705,1.6356994
706,1.5863711
707,1.6964484
708,1.6117935
709,1.6305487
710,1.6457949
711,1.6614993
712,1.6135358
713,1.6242372
714,1.9091331
715,1.758575
716,1.9404798
717,1.7863419
718,1.8769761
719,1.7160577
720,1.910101
721,1.7481157
722,1.7288524
723,1.711528
724,1.7640544
725,1.7269987
726,1.6911579
727,1.6905913
728,1.7194548
729,1.7005408
730,1.9698217
731,1.798089
732,1.9992222
733,1.8168688
734,1.9415448
735,1.77626
736,1.9703585
737,1.7947668
738,1.8002156
739,1.7495369
740,1.8369727
741,1.7814413
742,1.7547233
743,1.7159092
744,1.7906549
745,1.7334827
746,1.8332123
747,1.6733264
748,1.8766994
749,1.7065922
750,1.7756522
751,1.6394069
752,1.837592
753,1.6649272
754,1.6649158
755,1.6703628
756,1.6870832
757,1.6803136
758,1.6391776
759,1.6519485
760,1.6607006
761,1.6608589
762,1.9101527
763,1.7386223
764,1.9421875
765,1.7684513
766,1.8762276
767,1.6979704
768,1.9109796
769,1.7298204
770,1.7114522
771,1.689939
772,1.7445598
773,1.7047035
774,1.6820757
775,1.6700041
776,1.7073264
777,1.6792977
778,1.7294184
779,1.7415704
780,1.7556633
781,1.7162277
782,1.7281566
783,1.7037156
784,3.0623608
785,3.02896
786,3.0440018
787,3.0389986
788,3.0160933
789,2.9915788
790,3.0064647
791,3.0158513
792,2.9675622
793,2.9838443
794,3.0051339
795,2.771554
796,3.0215147
797,2.8439453
798,2.9634845
799,2.7055726
800,2.9795527
801,2.7823834
802,1.9172866
803,1.2940366
804,2.0645332
805,1.345367
806,1.8077538
807,1.2737992
808,1.9525268
809,1.295533
810,3.0289137
811,2.9070427
812,3.022881
813,2.947695
814,2.9959226
815,2.847697
816,3.0012622
817,2.9089258
818,2.2084963
819,1.4206135
820,2.3196776
821,1.51379
822,2.105323
823,1.3478087
824,2.249281
825,1.4280324
826,2.9170606
827,2.639144
828,2.9379418
829,2.7152333
830,2.8677475
831,2.5743632
832,2.890591
833,2.6476374
834,1.7048142
835,1.2702354
836,1.8484983
837,1.2784053
838,1.6080235
839,1.2733682
840,1.7508482
841,1.2768149
842,2.954645
843,2.7857041
844,2.9703448
845,2.85034
846,2.9117362
847,2.7195067
848,2.9297278
849,2.78776
850,1.9988883
851,1.3011888
852,2.15331
853,1.3531591
854,1.8977926
855,1.2844851
856,2.0525444
857,1.3118429
858,2.959475
859,2.9862945
860,2.9284627
861,2.9927251
862,2.955667
863,2.897476
864,2.9708936
865,2.9767938
866,2.912071
867,2.97424
868,2.990751
869,2.9463687
870,2.9376562
871,2.9734652
872,2.403715
873,1.617882
874,2.4630928
875,1.7194209
876,2.3466816
877,1.5223525
878,2.4217975
879,1.6288321
880,2.9329667
881,2.8801062
882,2.8782942
883,2.9493124
884,2.81296
885,2.8945339
886,2.5050552
887,1.8208904
888,2.5365264
889,1.9187816
890,2.477575
891,1.7295623
892,2.5154746
893,1.8307489
894,2.9739141
895,2.90901
896,2.961081
897,2.9424188
898,2.944822
899,2.8507814
900,2.9464583
901,2.8976064
902,2.2803757
903,1.4371146
904,2.3683174
905,1.5330018
906,2.1977825
907,1.3631177
908,2.3041773
909,1.4473981
910,2.9065769
911,2.9469304
912,2.8448226
913,2.9107792
914,2.9308012
915,2.9114177
916,2.8757157
917,2.9133818
918,2.4381535
919,1.6396296
920,2.4883769
921,1.7389135
922,2.3859725
923,1.5446769
924,2.4535255
925,1.6504124
926,2.928972
927,2.9436681
928,2.8880956
929,2.9040105
930,2.8615746
931,2.8144183
932,2.8177996
933,2.508279
934,2.8412032
935,2.5902488
936,2.765398
937,2.4411755
938,2.7903967
939,2.5249066
940,1.517667
941,1.2713789
942,1.6548038
943,1.2801538
944,1.4428247
945,1.2691718
946,1.5643505
947,1.2782465
948,2.8641927
949,2.6558583
950,2.885641
951,2.7205427
952,2.81463
953,2.598023
954,2.837784
955,2.6629906
956,1.802372
957,1.2837229
958,1.9517944
959,1.292863
960,1.7071972
961,1.2871144
962,1.8548899
963,1.2907351
964,2.7029421
965,2.3707137
966,2.7335358
967,2.4569838
968,2.6331675
969,2.294561
970,2.665563
971,2.3805466
972,1.3912464
973,1.2671834
974,1.4950452
975,1.2753916
976,1.3549438
977,1.2713416
978,1.4417359
979,1.2747208
980,2.7591896
981,2.5348828
982,2.7842104
983,2.6049585
984,2.6974757
985,2.4628778
986,2.7257867
987,2.539135
988,1.6168166
989,1.2851406
990,1.7593868
991,1.2944214
992,1.5514362
993,1.282071
994,1.6759405
995,1.2923083
996,2.9612327
997,2.9697366
998,2.919291
999,2.936941
1000,2.9250603
1001,2.8663251
1002,2.93541
1003,2.9431663
1004,2.8925867
1005,2.8774328
1006,2.8933947
1007,2.8348305
1008,2.8508706
1009,2.9703152
1010,2.9106483
1011,2.9238744
1012,2.9131355
1013,2.9984462
1014,2.8676698
1015,2.9569573
1016,2.883793
1017,2.9045954
1018,2.7873785
1019,2.9193323
1020,2.8356557
1021,2.8596857
1022,2.7272236
1023,2.8781283
1024,2.7694702
1025,2.1050975
1026,1.3245572
1027,2.2300384
1028,1.376674
1029,2.0054784
1030,1.3063378
1031,2.1503198
1032,1.3386629
1033,2.9190552
1034,2.8661711
1035,2.9006321
1036,2.8787448
1037,2.8926408
1038,2.8055985
1039,2.8928916
1040,2.8315644
1041,2.3231156
1042,1.4605205
1043,2.4036598
1044,1.5587358
1045,2.2529747
1046,1.3954084
1047,2.3433666
1048,1.4800488
1049,2.8084502
1050,2.6696668
1051,2.8310869
1052,2.7098184
1053,2.7526913
1054,2.6040144
1055,2.777871
1056,2.6458116
1057,1.9073322
1058,1.3020582
1059,2.0585568
1060,1.323029
1061,1.8134587
1062,1.3040884
1063,1.962772
1064,1.3187448
1065,2.849162
1066,2.745704
1067,2.8624704
1068,2.7758393
1069,2.8010645
1070,2.682551
1071,2.8195493
1072,2.7156036
1073,2.1773195
1074,1.3549058
1075,2.2755437
1076,1.417278
1077,2.096659
1078,1.3412712
1079,2.1990178
1080,1.3771671
1081,1.3628359
1082,1.4573117
1083,1.3728503
1084,1.4637535
1085,1.3610296
1086,1.4487503
1087,1.3706198
1088,1.4542978
1089,1.3833668
1090,1.471468
1091,1.3952775
1092,1.4800076
1093,1.3804764
1094,1.460769
1095,1.391288
1096,1.468781
1097,1.3588164
1098,1.4409405
1099,1.3688751
1100,1.4461428
1101,1.3578452
1102,1.4319357
1103,1.3668544
1104,1.4374071
1105,1.3789662
1106,1.4518362
1107,1.3898743
1108,1.4584293
1109,1.3774503
1110,1.388413
1111,1.4131988
1112,1.4890996
1113,1.4398421
1114,1.4974962
1115,1.4049801
1116,1.4768466
1117,1.4223498
1118,1.4855063
1119,1.4670256
1120,1.5048914
1121,1.4928046
1122,1.5123894
1123,1.4470506
1124,1.4952072
1125,1.4738584
1126,1.5044413
1127,1.4020796
1128,1.4666902
1129,1.4162018
1130,1.4746732
1131,1.3995873
1132,1.4137629
1133,1.4646939
1134,1.4340563
1135,1.483244
1136,1.4553528
1137,1.492646
1138,1.4281826
1139,1.4724417
1140,1.4457154
1141,1.4816782
1142,1.3567928
1143,1.4243152
1144,1.3642277
1145,1.3554391
1146,1.3621173
1147,1.37429
1148,1.3860352
1149,1.3704183
1150,1.3810779
1151,1.3549446
1152,1.360744
1153,1.3560351
1154,1.360392
1155,1.3677431
1156,1.3770055
1157,1.3661884
1158,1.3738457
1159,1.3979203
1160,1.4112635
1161,1.3931704
1162,1.405441
1163,1.426163
1164,1.4400551
1165,1.4212639
1166,1.4361463
1167,1.3876153
1168,1.4001715
1169,1.3838456
1170,1.3945128
1171,1.4137774
1172,1.430985
1173,1.4072595
1174,1.4261276
1175,2.8266933
1176,2.843155
1177,2.7880552
1178,2.5661986
1179,2.0046618
1180,2.5719016
1181,2.0728705
1182,2.5471482
1183,1.9276088
1184,2.5777285
1185,2.0087092
1186,2.5507958
1187,2.1126785
1188,2.5311637
1189,2.151472
1190,2.56803
1191,2.072233
1192,2.5485938
1193,2.1103215
1194,2.7793434
1195,2.8571572
1196,2.80324
1197,2.8117447
1198,2.8706317
1199,2.7461686
1200,2.8150172
1201,2.5261302
1202,1.8399799
1203,2.558543
1204,1.9354769
1205,2.4997056
1206,1.7480338
1207,2.536259
1208,1.8499403
1209,2.746126
1210,2.760775
1211,2.7037532
1212,2.5881057
1213,2.0134728
1214,2.5650177
1215,2.0705838
1216,2.568573
1217,1.9436948
1218,2.5834522
1219,2.0187576
1220,2.1887646
1221,2.2217667
1222,2.529057
1223,2.1486776
1224,2.1862261
1225,2.214122
1226,2.1994352
1227,2.2127225
1228,2.198566
1229,2.546699
1230,2.1087458
1231,2.5272858
1232,2.1470408
1233,2.5629675
1234,2.0689597
1235,2.5446649
1236,2.107128
1237,2.1832025
1238,2.196641
1239,2.1462555
1240,2.182385
1241,2.8321946
1242,2.763081
1243,3.0861194
1244,3.0472536
1245,2.870956
1246,2.8573713
1247,2.794936
1248,2.9122224
1249,2.877658
1250,2.8588548
1251,2.821601
1252,2.7253304
1253,2.6525826
1254,2.7939966
1255,2.7565734
1256,2.6845984
1257,2.8433151
1258,2.8756692
1259,2.7786195
1260,2.8266087
1261,2.8702958
1262,2.8400664
1263,2.809672
1264,2.83524
1265,2.4672835
1266,1.660977
1267,2.5104094
1268,1.7593505
1269,2.4210885
1270,1.5777977
1271,2.478634
1272,1.6733772
1273,2.7127037
1274,2.7726164
1275,2.7182715
1276,2.745101
1277,2.7842784
1278,2.6794162
1279,2.7303712
1280,2.5456073
1281,1.8606105
1282,2.5783248
1283,1.9509933
1284,2.519495
1285,1.7723372
1286,2.5543957
1287,1.8716713
1288,2.8635607
1289,2.793403
1290,2.8356235
1291,2.8001468
1292,2.8306227
1293,2.7443082
1294,2.8332007
1295,2.7555125
1296,2.3610852
1297,1.5021517
1298,2.4364905
1299,1.6011112
1300,2.295704
1301,1.4476373
1302,2.3779678
1303,1.5361608
1304,2.7724135
1305,2.7923317
1306,2.707918
1307,2.7409265
1308,2.795963
1309,2.757729
1310,2.7327254
1311,2.743473
1312,2.487037
1313,1.6974063
1314,2.5267065
1315,1.798418
1316,2.4502277
1317,1.6374364
1318,2.4953346
1319,1.7356076
1320,2.6089094
1321,2.6573293
1322,2.6723132
1323,2.6105347
1324,2.5789025
1325,2.022101
1326,2.5609224
1327,2.0683875
1328,2.5872774
1329,1.9594071
1330,2.5744565
1331,2.0267217
1332,2.5426278
1333,2.1092672
1334,2.1488876
1335,2.5582428
1336,2.0718882
1337,2.5388403
1338,2.1134863
1339,2.642278
1340,2.6844075
1341,2.5761
1342,2.6238995
1343,2.6680782
1344,2.69227
1345,2.601576
1346,2.632668
1347,2.5615418
1348,1.8985516
1349,2.5871868
1350,1.9758021
1351,2.5337641
1352,1.834838
1353,2.5687165
1354,1.9208254
1355,2.5624857
1356,2.5338907
1357,2.5723608
1358,2.510394
1359,2.5703125
1360,2.0321474
1361,2.5529258
1362,2.0764203
1363,2.5793781
1364,1.9872062
1365,2.5559359
1366,2.0366971
1367,1.5204351
1368,1.5236511
1369,1.5535455
1370,1.5370256
1371,1.4999809
1372,1.5125375
1373,1.5273832
1374,1.5224763
1375,1.5840396
1376,1.5916659
1377,1.5788212
1378,1.5954537
1379,1.5574589
1380,1.6446419
1381,1.5811799
1382,1.565348
1383,1.5357052
1384,1.6092728
1385,1.5543517
1386,1.5986893
1387,1.6076621
1388,1.5854588
1389,1.5927562
1390,1.4823475
1391,1.502081
1392,1.5075462
1393,1.5122877
1394,1.4655542
1395,1.4898206
1396,1.4910412
1397,1.4994376
1398,1.538265
1399,1.5216506
1400,1.579513
1401,1.5349338
1402,1.5192403
1403,1.5092231
1404,1.5505136
1405,1.5202429
1406,1.5791245
1407,1.7051696
1408,1.6078188
1409,1.7800367
1410,1.6360214
1411,1.6559718
1412,1.5776038
1413,1.7146199
1414,1.6054605
1415,1.6181786
1416,1.6323254
1417,1.6426108
1418,1.6012595
1419,1.6120987
1420,1.8385518
1421,1.6608453
1422,1.8768147
1423,1.6891718
1424,1.7852638
1425,1.632776
1426,1.8387147
1427,1.6580976
1428,1.653179
1429,1.6509285
1430,1.676361
1431,1.6593076
1432,1.6253184
1433,1.6340218
1434,1.6458287
1435,1.6407176
1436,1.6240079
1437,1.552765
1438,1.6710434
1439,1.5764105
1440,1.5926014
1441,1.534445
1442,1.6369991
1443,1.5521274
1444,1.5862812
1445,1.5948387
1446,1.572637
1447,1.5792353
1448,1.7233194
1449,1.6028668
1450,1.7898111
1451,1.6299989
1452,1.6842291
1453,1.577872
1454,1.732788
1455,1.6045583
1456,1.6059037
1457,1.6184726
1458,1.625424
1459,1.5882812
1460,1.5991944
1461,1.4571115
1462,1.4801716
1463,1.4757023
1464,1.4892423
1465,1.4510959
1466,1.475906
1467,1.4683974
1468,1.4862788
1469,1.5035851
1470,1.4992701
1471,1.5319418
1472,1.5108302
1473,1.4886254
1474,1.4958122
1475,1.5177214
1476,1.5056902
1477,1.4477612
1478,1.466665
1479,1.4819992
1480,1.4477397
1481,1.4658245
1482,1.4772328
1483,1.4855115
1484,1.492808
1485,1.509698
1486,1.5028561
1487,1.4866115
1488,1.48924
1489,1.5073899
1490,1.5028802
1491,1.5624703
1492,1.5238138
1493,1.6046456
1494,1.5394588
1495,1.5436869
1496,1.5171685
1497,1.5750438
1498,1.5309124
1499,1.5661461
1500,1.5540434
1501,1.6496791
1502,1.5602915
1503,1.6972039
1504,1.5849533
1505,1.6172812
1506,1.5463058
1507,1.6628234
1508,1.5654962
1509,1.5727651
1510,1.5815492
1511,1.5602745
1512,1.5674213
1513,1.538964
1514,1.5126928
1515,1.5633255
1516,1.523937
1517,1.5309482
1518,1.5141547
1519,1.5579543
1520,1.5257862
1521,1.5959239
1522,1.5393863
1523,1.6367381
1524,1.556107
1525,1.582959
1526,1.5388489
1527,1.6178089
1528,1.5539702
1529,1.5481316
1530,1.554289
1531,1.5420262
1532,2.1494257
1533,2.1689408
1534,2.1524081
1535,2.133197
1536,2.1169515
1537,2.1359437
1538,2.1196976
1539,2.1885679
1540,2.1012816
1541,2.172189
1542,2.100753
1543,2.1500921
1544,2.099648
1545,2.14115
1546,2.0928726
1547,2.187852
1548,2.1016798
1549,2.1710477
1550,2.0987191
1551,2.1050167
1552,2.0954878
1553,2.1489642
1554,2.0979364
1555,2.1318116
1556,2.0915282
1557,2.0945983
1558,2.1233766
1559,2.0894055
1560,1.9687835
1561,1.9186227
1562,1.9804101
1563,1.8935438
1564,1.9697303
1565,1.914085
1566,2.0022163
1567,2.0650873
1568,2.007924
1569,2.0808454
1570,1.9574682
1571,1.9108529
1572,1.9504699
1573,1.9021926
1574,1.9590427
1575,1.9091026
1576,1.9483142
1577,1.901433
1578,2.025593
1579,2.1192544
1580,2.0391688
1581,2.1301186
1582,2.013915
1583,2.0951374
1584,2.022399
1585,2.1090264
1586,2.0402162
1587,2.074921
1588,2.1846008
1589,2.1109319
1590,2.1453948
1591,1.9500273
1592,1.9475607
1593,1.8851299
1594,2.080417
1595,1.944639
1596,1.8750765
1597,1.941342
1598,1.864581
1599,2.0789642
1600,2.174477
1601,2.058304
1602,2.185953
1603,1.9484946
1604,1.8935825
1605,1.9458025
1606,1.8840777
1607,1.9462135
1608,1.8928367
1609,1.9437624
1610,1.8840111
1611,2.0536492
1612,2.139161
1613,2.066237
1614,2.1477246
1615,2.0357969
1616,2.120408
1617,2.0504951
1618,2.1293538
1619,1.9427954
1620,1.8740964
1621,1.9397396
1622,1.8641335
1623,1.9408927
1624,1.8739418
1625,1.9379158
1626,1.8639491
1627,2.0763679
1628,2.1563659
1629,2.0670626
1630,2.1647336
1631,2.0616307
1632,2.1377788
1633,2.0721824
1634,2.146384
1635,2.2643864
1636,2.2794864
1637,2.2000718
1638,2.21612
1639,2.1705477
1640,2.1863077
1641,2.2343073
1642,2.2518623
1643,2.2027926
1644,2.221738
1645,2.0640914
1646,2.0546076
1647,2.0457947
1648,2.1136234
1649,2.0975914
1650,2.1044366
1651,2.1027944
1652,2.037846
1653,2.037082
1654,2.0280383
1655,2.0951731
1656,2.118694
1657,2.0953994
1658,2.1074426
1659,2.0862153
1660,2.1138809
1661,2.140958
1662,2.084141
1663,2.1315591
1664,2.0760903
1665,2.131565
1666,2.0851638
1667,2.1220584
1668,2.0772083
1669,2.0638168
1670,2.0541084
1671,2.0537868
1672,2.0439517
1673,2.122292
1674,2.0809534
1675,2.1131573
1676,2.0863714
1677,2.1127596
1678,2.0752063
1679,2.103611
1680,2.0803845
1681,2.1221638
1682,2.0838366
1683,2.1125774
1684,2.0758483
1685,2.112527
1686,2.082125
1687,2.102895
1688,2.0743804
1689,2.1031253
1690,2.0677135
1691,2.0938985
1692,2.07218
1693,2.09332
1694,2.0663793
1695,2.0840797
