,0
504,2.216101
505,2.3314579
506,2.3494
507,2.5611622
508,2.2801425
509,2.3198445
510,2.8304713
511,2.6506557
512,2.0874445
513,2.616812
514,2.150012
515,2.6694343
516,2.0134587
517,2.6355677
518,2.0835853
519,2.5811584
520,2.2131515
521,2.270499
522,2.6016514
523,2.1477666
524,2.5654578
525,2.2106445
526,2.348653
527,2.3398151
528,2.33031
529,2.3301082
530,2.3305712
531,2.3212202
532,2.3036249
533,2.3113146
534,2.2605622
535,2.2853043
536,2.3118365
537,2.303187
538,2.2927804
539,2.2940917
540,1.8343058
541,1.8560015
542,1.8824677
543,1.8209577
544,1.9270996
545,1.7914217
546,2.056991
547,1.9811878
548,2.0723853
549,2.0052087
550,1.7385409
551,1.950206
552,1.7853445
553,1.91509
554,1.682579
555,1.9781787
556,1.736813
557,1.9677961
558,1.9933321
559,2.0186033
560,1.9246165
561,1.9550456
562,1.9823639
563,1.8877065
564,1.8316628
565,1.8780619
566,1.8782474
567,1.8422418
568,1.7832798
569,1.9384525
570,1.8295724
571,1.9002073
572,2.0389557
573,1.9478966
574,2.0543911
575,1.969196
576,2.0070202
577,1.9132056
578,2.0326617
579,1.9368476
580,2.0404186
581,1.7383151
582,2.0960941
583,1.7514906
584,1.9771359
585,1.7642679
586,2.0332067
587,1.7451044
588,2.1051118
589,2.069209
590,2.0923939
591,2.0952308
592,2.0888367
593,2.030784
594,2.1036031
595,2.0571227
596,2.149471
597,1.7710054
598,2.1933794
599,1.7886524
600,2.0901198
601,1.7535592
602,2.1423311
603,1.7705767
604,2.0745597
605,2.120067
606,2.058029
607,2.1285326
608,2.102094
609,2.0829957
610,2.0839775
611,2.1064239
612,1.9211191
613,1.8086749
614,1.970765
615,1.7747195
616,1.8738242
617,1.8639524
618,1.9158762
619,1.8284112
620,2.069762
621,1.9931194
622,2.0865817
623,2.0186195
624,2.0516207
625,1.9569851
626,2.0672085
627,1.9811372
628,2.0268226
629,1.7559284
630,2.084194
631,1.7574916
632,1.9658235
633,1.7899401
634,2.0214863
635,1.7702963
636,2.0978413
637,2.044986
638,2.1054394
639,2.070783
640,2.08373
641,2.0064983
642,2.0920265
643,2.0328996
644,2.0041332
645,2.0295775
646,1.9693699
647,1.9919959
648,2.05604
649,2.080659
650,2.0175407
651,2.0434997
652,1.9366168
653,1.9573783
654,1.900644
655,1.9250933
656,1.9795383
657,2.00488
658,1.9453133
659,1.9668871
660,1.6321809
661,1.9934101
662,1.6868091
663,1.9923923
664,1.6002942
665,1.9875722
666,1.6418916
667,2.002437
668,1.9170185
669,1.9443309
670,1.8560262
671,1.8785646
672,1.9060745
673,1.7354072
674,1.9819647
675,1.7817597
676,1.9599793
677,1.6892092
678,2.0039942
679,1.7342708
680,1.9958432
681,1.9712325
682,1.8796111
683,1.9956498
684,1.902882
685,1.9335593
686,1.8494523
687,1.9602928
688,1.8719752
689,1.6094714
690,1.9638137
691,1.6134403
692,1.9869163
693,1.6449926
694,1.9255917
695,1.6316966
696,1.9541227
697,1.8441217
698,1.868364
699,1.8119742
700,1.838371
701,1.6521704
702,2.006054
703,1.6913685
704,2.0125284
705,1.6325457
706,1.9842784
707,1.6598753
708,2.00388
709,1.8954473
710,1.9233055
711,1.843448
712,1.859612
713,1.8851277
714,1.8265241
715,1.9241967
716,1.8693984
717,1.8908639
718,1.7802118
719,1.9836262
720,1.8237925
721,1.9503942
722,2.021593
723,1.925204
724,2.0478384
725,1.9456781
726,1.9843999
727,1.8934436
728,2.0107207
729,1.9144639
730,1.911705
731,1.8505073
732,1.9619915
733,1.8126733
734,1.8650843
735,1.912477
736,1.908682
737,1.8741176
738,2.0646021
739,1.9691395
740,2.077695
741,1.9944313
742,2.0371099
743,1.9349645
744,2.0622082
745,1.9573802
746,1.7333179
747,2.0095904
748,1.7788167
749,2.004706
750,1.6942203
751,2.0199633
752,1.7325064
753,2.0253446
754,1.9494557
755,1.8633655
756,1.9735547
757,1.8838539
758,1.9130126
759,1.8376445
760,1.9387898
761,1.8540787
762,1.8206483
763,1.9769212
764,1.8618522
765,1.9358143
766,1.7771415
767,2.0226572
768,1.8169899
769,2.0020528
770,1.9999273
771,1.9046131
772,2.0261831
773,1.924976
774,1.9630122
775,1.8747675
776,1.9891351
777,1.8952214
778,1.8912585
779,1.9135689
780,1.9333488
781,1.8815463
782,1.901775
783,1.869864
784,3.335122
785,3.4176643
786,3.238517
787,3.3253367
788,3.2267292
789,3.4891925
790,3.4070065
791,3.3146625
792,3.4762971
793,3.3964815
794,3.410707
795,3.2096446
796,3.3415706
797,3.2244928
798,3.4433548
799,3.1664267
800,3.3908515
801,3.1890779
802,2.156497
803,1.3468448
804,2.2881672
805,1.3694319
806,2.0071402
807,1.3585616
808,2.1751945
809,1.3681571
810,3.268705
811,3.183958
812,3.1933742
813,3.1350353
814,3.320745
815,3.1957972
816,3.2466397
817,3.1630716
818,2.3941324
819,1.3878697
820,2.4990134
821,1.4356573
822,2.2985172
823,1.3901929
824,2.4061313
825,1.3984307
826,3.4357257
827,3.1014442
828,3.4203048
829,3.142318
830,3.384264
831,3.00631
832,3.397587
833,3.0807843
834,1.8100897
835,1.3656164
836,2.0384812
837,1.3819112
838,1.6211482
839,1.371352
840,1.8386456
841,1.3890868
842,3.3679938
843,3.1638
844,3.3001478
845,3.1642618
846,3.382499
847,3.1133552
848,3.3455951
849,3.131365
850,2.1917872
851,1.390789
852,2.3088806
853,1.4114531
854,2.0583963
855,1.4042301
856,2.2092032
857,1.4163438
858,3.123883
859,3.2157128
860,3.1127708
861,3.303591
862,3.2075434
863,3.1046467
864,3.116759
865,3.083882
866,3.0365744
867,3.0310447
868,3.1695118
869,3.113071
870,3.090281
871,3.060896
872,2.5899177
873,1.5146011
874,2.6622975
875,1.620841
876,2.509968
877,1.4419682
878,2.5964923
879,1.5232896
880,2.9766505
881,2.9186232
882,3.0065117
883,3.0069318
884,2.9180384
885,2.9507246
886,2.7135136
887,1.7266254
888,2.7210987
889,1.8331219
890,2.659147
891,1.6325535
892,2.704651
893,1.7399057
894,3.2256513
895,3.1413379
896,3.1467373
897,3.0903955
898,3.2799077
899,3.1310968
900,3.2043304
901,3.1168365
902,2.4168813
903,1.4160393
904,2.5178428
905,1.453446
906,2.3185844
907,1.4321485
908,2.4263153
909,1.4365185
910,3.0634737
911,3.0372949
912,2.9768822
913,2.9820979
914,3.1234355
915,3.0675368
916,3.0377507
917,3.0128522
918,2.5981169
919,1.5334803
920,2.6558735
921,1.6449939
922,2.5232527
923,1.4697362
924,2.5932565
925,1.5475717
926,3.4871624
927,3.4501803
928,3.4665625
929,3.4441862
930,3.4235926
931,3.3632283
932,3.3051562
933,2.871407
934,3.3431191
935,2.9918883
936,3.226831
937,2.7341273
938,3.27047
939,2.8598964
940,1.4669454
941,1.3965875
942,1.6484318
943,1.400704
944,1.3818678
945,1.4025545
946,1.4995018
947,1.422771
948,3.3533082
949,3.0547767
950,3.336128
951,3.0832562
952,3.3045537
953,2.9718046
954,3.3052335
955,3.023844
956,1.8687589
957,1.412295
958,2.0757694
959,1.4270072
960,1.676053
961,1.4337807
962,1.899847
963,1.4434046
964,3.1451526
965,2.592867
966,3.1922214
967,2.718499
968,3.0547495
969,2.4557352
970,3.1071196
971,2.5833068
972,1.3604914
973,1.4128616
974,1.4214947
975,1.4283915
976,1.3605443
977,1.4354923
978,1.4032583
979,1.4379876
980,3.2334232
981,2.8447316
982,3.2586548
983,2.9490967
984,3.1530042
985,2.7025368
986,3.1861246
987,2.8249056
988,1.5346297
989,1.450269
990,1.7090043
991,1.4718632
992,1.4650426
993,1.455423
994,1.5763375
995,1.4817017
996,3.385993
997,3.2930565
998,3.4071164
999,3.3669384
1000,3.199133
1001,3.0980756
1002,3.314476
1003,3.2835333
1004,3.1891928
1005,3.399017
1006,3.3625066
1007,3.3796709
1008,3.353323
1009,3.3775704
1010,3.32379
1011,3.3082316
1012,3.269366
1013,3.3893807
1014,3.316901
1015,3.3427012
1016,3.2792454
1017,3.3151062
1018,3.0937383
1019,3.261604
1020,3.0964708
1021,3.2863655
1022,3.0458746
1023,3.2665565
1024,3.05322
1025,2.2194424
1026,1.4449191
1027,2.3283663
1028,1.4544389
1029,2.0922778
1030,1.452068
1031,2.2263012
1032,1.473913
1033,3.184181
1034,3.0834918
1035,3.0999126
1036,3.045108
1037,3.2366636
1038,3.058251
1039,3.16406
1040,3.0480762
1041,2.43364
1042,1.4600972
1043,2.526661
1044,1.4899294
1045,2.33744
1046,1.4778172
1047,2.440113
1048,1.4897593
1049,3.2588959
1050,2.9911382
1051,3.2401047
1052,3.0043344
1053,3.212089
1054,2.9235387
1055,3.2120135
1056,2.9502335
1057,1.9313259
1058,1.4795792
1059,2.1060083
1060,1.4819399
1061,1.7464159
1062,1.5095456
1063,1.9578518
1064,1.5183047
1065,3.218305
1066,3.0106974
1067,3.1898437
1068,3.0138881
1069,3.193145
1070,2.9603245
1071,3.1699686
1072,2.9672296
1073,2.2327144
1074,1.5040737
1075,2.3443878
1076,1.5083495
1077,2.1185615
1078,1.5252329
1079,2.2391539
1080,1.5343108
1081,1.6293768
1082,1.539379
1083,1.6692606
1084,1.5667785
1085,1.5938053
1086,1.5153328
1087,1.6408137
1088,1.5424144
1089,1.7120342
1090,1.6027247
1091,1.7603457
1092,1.6518741
1093,1.6877435
1094,1.569844
1095,1.7359405
1096,1.6078811
1097,1.5625182
1098,1.4906067
1099,1.5987148
1100,1.5186532
1101,1.5359111
1102,1.4697671
1103,1.5661187
1104,1.494072
1105,1.6498315
1106,1.5454385
1107,1.7018397
1108,1.5749751
1109,1.6045883
1110,1.6580287
1111,1.7919033
1112,1.7061065
1113,1.7838389
1114,1.7626193
1115,1.7841084
1116,1.6572561
1117,1.8113517
1118,1.7115357
1119,1.7523131
1120,1.827515
1121,1.7218649
1122,1.8607655
1123,1.814062
1124,1.7692341
1125,1.7889735
1126,1.82265
1127,1.7592741
1128,1.6136734
1129,1.8077397
1130,1.6629401
1131,1.7129793
1132,1.773568
1133,1.620255
1134,1.8253994
1135,1.7174207
1136,1.8400567
1137,1.776807
1138,1.8243127
1139,1.668791
1140,1.8372597
1141,1.7230223
1142,1.5133016
1143,1.4538556
1144,1.540194
1145,1.490756
1146,1.5175709
1147,1.5702806
1148,1.6113472
1149,1.5452493
1150,1.5762451
1151,1.4715378
1152,1.4949973
1153,1.4530766
1154,1.4765903
1155,1.5221808
1156,1.5499797
1157,1.5005381
1158,1.5269595
1159,1.665341
1160,1.723669
1161,1.6182339
1162,1.6733186
1163,1.7844129
1164,1.8307201
1165,1.7322388
1166,1.7949567
1167,1.5834711
1168,1.6254698
1169,1.554548
1170,1.5912424
1171,1.6819092
1172,1.7407103
1173,1.6338688
1174,1.6906502
1175,2.8597054
1176,2.8917346
1177,2.830238
1178,2.6884065
1179,1.937591
1180,2.654371
1181,2.0118945
1182,2.704134
1183,1.8427205
1184,2.6732044
1185,1.9359591
1186,2.6205833
1187,2.0812306
1188,2.5860865
1189,2.1461751
1190,2.6393604
1191,2.0103524
1192,2.6049306
1193,2.079771
1194,2.8886254
1195,2.924203
1196,2.8632169
1197,2.9489968
1198,2.9557738
1199,2.860766
1200,2.8960693
1201,2.6903112
1202,1.7527888
1203,2.687286
1204,1.8529266
1205,2.6488163
1206,1.6570095
1207,2.6758683
1208,1.7641779
1209,2.800019
1210,2.8339825
1211,2.7676227
1212,2.6583261
1213,1.9345151
1214,2.623501
1215,2.0081177
1216,2.669898
1217,1.8563019
1218,2.6438096
1219,1.9352223
1220,2.2065444
1221,2.2499104
1222,2.5700974
1223,2.1449819
1224,2.2009392
1225,2.2676392
1226,2.2752593
1227,2.2390275
1228,2.2507632
1229,2.588875
1230,2.0780623
1231,2.5545766
1232,2.1438105
1233,2.6081445
1234,2.0066266
1235,2.5735893
1236,2.076792
1237,2.1961365
1238,2.2269995
1239,2.1390626
1240,2.189958
1241,3.0913525
1242,2.9874382
1243,3.3265247
1244,3.2563665
1245,3.2189984
1246,3.1797612
1247,3.0825374
1248,3.278438
1249,3.2297764
1250,3.2092931
1251,3.169158
1252,2.9805064
1253,2.875653
1254,3.1229734
1255,3.0726867
1256,2.973626
1257,3.0130336
1258,2.9881864
1259,2.9241924
1260,2.928622
1261,3.0781503
1262,3.0179267
1263,2.9893653
1264,2.9632273
1265,2.5885055
1266,1.5646584
1267,2.6406007
1268,1.6677158
1269,2.5194826
1270,1.5145494
1271,2.5810585
1272,1.5837669
1273,2.8347893
1274,2.8677998
1275,2.8030446
1276,2.9000194
1277,2.9014006
1278,2.8106184
1279,2.8375392
1280,2.6601825
1281,1.7747929
1282,2.6515427
1283,1.8600804
1284,2.628052
1285,1.6771697
1286,2.6433554
1287,1.7798319
1288,3.1399138
1289,3.0081902
1290,3.057765
1291,2.9786885
1292,3.1432474
1293,2.9684033
1294,3.0962174
1295,2.960631
1296,2.4423501
1297,1.5204507
1298,2.5118146
1299,1.541032
1300,2.3484516
1301,1.5404961
1302,2.437958
1303,1.5522016
1304,2.9680486
1305,2.937796
1306,2.876951
1307,2.8738794
1308,3.037667
1309,2.934925
1310,2.949138
1311,2.897933
1312,2.5699081
1313,1.6035402
1314,2.609719
1315,1.6888893
1316,2.503549
1317,1.5715226
1318,2.5578084
1319,1.6249062
1320,2.8695524
1321,2.7354074
1322,2.7717798
1323,2.7041993
1324,2.6307127
1325,1.9369094
1326,2.5940306
1327,2.005784
1328,2.6329677
1329,1.8641317
1330,2.6179519
1331,1.9376489
1332,2.5582147
1333,2.0755324
1334,2.1341436
1335,2.5802028
1336,2.0058982
1337,2.5351403
1338,2.0706084
1339,2.7864408
1340,2.8084784
1341,2.6969461
1342,2.7421267
1343,2.8564982
1344,2.8460429
1345,2.763816
1346,2.7801323
1347,2.6247938
1348,1.7817559
1349,2.614794
1350,1.8686546
1351,2.589726
1352,1.7057834
1353,2.6043549
1354,1.7854762
1355,2.6746023
1356,2.672471
1357,2.7133427
1358,2.6450925
1359,2.600441
1360,1.9383388
1361,2.5577338
1362,2.006184
1363,2.594493
1364,1.8706622
1365,2.570042
1366,1.9395771
1367,1.6890775
1368,1.8886737
1369,1.6676803
1370,1.917254
1371,1.7575139
1372,1.8523244
1373,1.7251182
1374,1.8803798
1375,1.7765975
1376,1.8068876
1377,1.7768297
1378,1.6562102
1379,1.9448452
1380,1.6550593
1381,1.9748356
1382,1.6950655
1383,1.9086946
1384,1.6842397
1385,1.9362925
1386,1.8311946
1387,1.8514063
1388,1.801909
1389,1.823969
1390,1.8262352
1391,1.8173332
1392,1.7940289
1393,1.8441186
1394,1.8496084
1395,1.7841067
1396,1.8547508
1397,1.811185
1398,1.7648399
1399,1.8724104
1400,1.7373972
1401,1.9001366
1402,1.8288034
1403,1.8361012
1404,1.805478
1405,1.864292
1406,1.7967077
1407,1.6692417
1408,2.0014482
1409,1.697442
1410,2.0222502
1411,1.6826086
1412,1.9651935
1413,1.6807982
1414,1.9954057
1415,1.875039
1416,1.9027747
1417,1.8311921
1418,1.8435997
1419,1.8654723
1420,1.7350057
1421,2.0383809
1422,1.7748249
1423,2.0411355
1424,1.7031715
1425,2.0247028
1426,1.7386944
1427,2.0469134
1428,1.9286308
1429,1.846315
1430,1.9527948
1431,1.8660035
1432,1.8920622
1433,1.822683
1434,1.9179692
1435,1.8382646
1436,1.71679
1437,1.9288194
1438,1.7055293
1439,1.9614099
1440,1.7801112
1441,1.8927413
1442,1.7521324
1443,1.9258455
1444,1.8164941
1445,1.8356725
1446,1.7892693
1447,1.8087468
1448,1.6948627
1449,1.9902601
1450,1.7097647
1451,2.0210438
1452,1.7287371
1453,1.9570265
1454,1.7123357
1455,1.9868406
1456,1.8573182
1457,1.8819195
1458,1.8143976
1459,1.8284357
1460,1.8491846
1461,1.8441471
1462,1.7298379
1463,1.8584268
1464,1.7842239
1465,1.8272485
1466,1.6816367
1467,1.8518736
1468,1.7371423
1469,1.877716
1470,1.8047774
1471,1.8673892
1472,1.8281119
1473,1.8760535
1474,1.7783552
1475,1.8967657
1476,1.7986197
1477,1.7985538
1478,1.8267751
1479,1.6880817
1480,1.7484646
1481,1.7958528
1482,1.6511078
1483,1.8610677
1484,1.7445931
1485,1.8906659
1486,1.7727789
1487,1.8282619
1488,1.6963375
1489,1.8691142
1490,1.7476637
1491,1.8446481
1492,1.857102
1493,1.8171796
1494,1.8896961
1495,1.8982286
1496,1.8211122
1497,1.8835114
1498,1.8546951
1499,1.7814865
1500,1.7602937
1501,1.78585
1502,1.9233977
1503,1.7539437
1504,1.9536617
1505,1.8556036
1506,1.8883555
1507,1.8153111
1508,1.9210792
1509,1.8011742
1510,1.8212703
1511,1.774569
1512,1.7936459
1513,1.9147222
1514,1.794018
1515,1.9279046
1516,1.8210639
1517,1.9005477
1518,1.7675099
1519,1.929645
1520,1.794097
1521,1.9137058
1522,1.8530444
1523,1.8886876
1524,1.8881714
1525,1.9507949
1526,1.822556
1527,1.9429665
1528,1.854792
1529,1.7542533
1530,1.7679794
1531,1.7493674
1532,2.3697383
1533,2.3682084
1534,2.3590572
1535,2.3586724
1536,2.347617
1537,2.3492665
1538,2.3385637
1539,2.300641
1540,2.3453577
1541,2.2701712
1542,2.3348236
1543,2.2391446
1544,2.3247657
1545,2.207863
1546,2.3131008
1547,2.2995987
1548,2.3363483
1549,2.2697544
1550,2.3251731
1551,2.3276505
1552,2.3162897
1553,2.23916
1554,2.3148608
1555,2.2079048
1556,2.304892
1557,2.3052716
1558,2.2081752
1559,2.2954044
1560,2.2804925
1561,1.9338328
1562,2.2431986
1563,1.8595014
1564,2.2545624
1565,1.8949885
1566,2.0063722
1567,2.1514113
1568,1.9746788
1569,2.158956
1570,2.283654
1571,1.9697555
1572,2.2861948
1573,2.0064888
1574,2.2619572
1575,1.9291058
1576,2.265069
1577,1.9649903
1578,1.9041504
1579,2.1771097
1580,1.8745631
1581,2.1794477
1582,1.9463813
1583,2.1654885
1584,1.9197147
1585,2.1696494
1586,2.139177
1587,2.1573591
1588,2.2219138
1589,2.177555
1590,2.1982403
1591,2.294314
1592,2.286146
1593,2.0869572
1594,1.8525661
1595,2.2779958
1596,2.0982068
1597,2.2687216
1598,2.1099064
1599,1.8705789
1600,2.0912817
1601,1.890851
1602,2.0715146
1603,2.2827296
1604,2.0438416
1605,2.2746513
1606,2.0622435
1607,2.266932
1608,1.9999342
1609,2.2631562
1610,2.0364718
1611,1.8525076
1612,2.1615505
1613,1.8387957
1614,2.1398897
1615,1.8888808
1616,2.1736298
1617,1.8659972
1618,2.167222
1619,2.26652
1620,2.0730588
1621,2.2584732
1622,2.0836184
1623,2.2550309
1624,2.049953
1625,2.2471395
1626,2.060084
1627,1.8511312
1628,2.1187112
1629,1.8696021
1630,2.0990245
1631,1.8462188
1632,2.147053
1633,1.8511025
1634,2.1258864
1635,2.2618556
1636,2.2708025
1637,2.2283683
1638,2.234851
1639,2.2138612
1640,2.2201686
1641,2.244725
1642,2.2543433
1643,2.227188
1644,2.2372053
1645,1.8901635
1646,1.8655549
1647,1.8416448
1648,2.0534046
1649,2.2371492
1650,2.022534
1651,2.215985
1652,1.7978293
1653,1.8180392
1654,1.7941358
1655,1.9734999
1656,2.1771643
1657,1.993976
1658,2.195079
1659,1.9697483
1660,2.1735198
1661,2.1772249
1662,2.3060408
1663,2.1467643
1664,2.2909822
1665,2.1765668
1666,2.2997844
1667,2.1458898
1668,2.2849767
1669,1.9122822
1670,1.8872411
1671,1.9094507
1672,1.8843286
1673,2.1168656
1674,2.2739308
1675,2.0849931
1676,2.2544532
1677,2.1158214
1678,2.2683768
1679,2.0847118
1680,2.2496462
1681,2.1767373
1682,2.2928512
1683,2.1456945
1684,2.2781825
1685,2.1769507
1686,2.284083
1687,2.1459043
1688,2.2703857
1689,2.115433
1690,2.2624485
1691,2.0846379
1692,2.244507
1693,2.1154203
1694,2.2559307
1695,2.0850723
1696,2.2392159
1697,1.8622984
1698,1.8384098
