X,Y,Z
243589.341,1717767.088,400.372
243589.341,1717767.088,402.872
243591.841,1717764.588,400.372
243591.841,1717764.588,402.872
243591.841,1717767.088,400.372
243591.841,1717767.088,402.872
243584.341,1717759.588,405.372
243584.341,1717759.588,407.872
243584.341,1717762.088,405.372
243584.341,1717762.088,407.872
243586.841,1717759.588,405.372
243586.841,1717759.588,407.872
243586.841,1717762.088,405.372
243586.841,1717762.088,407.872
243584.341,1717764.588,405.372
243584.341,1717764.588,407.872
243584.341,1717767.088,405.372
243584.341,1717767.088,407.872
243586.841,1717764.588,405.372
243586.841,1717764.588,407.872
243586.841,1717767.088,405.372
243586.841,1717767.088,407.872
243584.341,1717767.088,410.372
243589.341,1717759.588,405.372
243589.341,1717759.588,407.872
243589.341,1717762.088,405.372
243589.341,1717762.088,407.872
243591.841,1717759.588,405.372
243591.841,1717759.588,407.872
243591.841,1717762.088,405.372
243591.841,1717762.088,407.872
243589.341,1717764.588,405.372
243589.341,1717764.588,407.872
243589.341,1717767.088,405.372
243589.341,1717767.088,407.872
243591.841,1717764.588,405.372
243591.841,1717764.588,407.872
243591.841,1717767.088,405.372
243591.841,1717767.088,407.872
243596.841,1717729.588,392.872
243599.341,1717729.588,392.872
243599.341,1717732.088,392.872
243601.841,1717729.588,392.872
243601.841,1717732.088,392.872
243601.841,1717734.588,392.872
243601.841,1717737.088,392.872
243604.341,1717729.588,392.872
243604.341,1717732.088,392.872
243606.841,1717729.588,390.372
243606.841,1717729.588,392.872
243606.841,1717732.088,392.872
243604.341,1717734.588,392.872
243604.341,1717737.088,392.872
243606.841,1717734.588,392.872
243606.841,1717737.088,392.872
243609.341,1717729.588,390.372
243609.341,1717729.588,392.872
243609.341,1717732.088,390.372
243609.341,1717732.088,392.872
243611.841,1717729.588,390.372
243611.841,1717729.588,392.872
243611.841,1717732.088,390.372
243611.841,1717732.088,392.872
243609.341,1717734.588,390.372
243609.341,1717734.588,392.872
243609.341,1717737.088,392.872
243611.841,1717734.588,390.372
243611.841,1717734.588,392.872
243611.841,1717737.088,390.372
243611.841,1717737.088,392.872
243604.341,1717739.588,392.872
243606.841,1717739.588,392.872
243606.841,1717742.088,392.872
243609.341,1717739.588,392.872
243609.341,1717742.088,392.872
243611.841,1717739.588,392.872
243611.841,1717742.088,392.872
243609.341,1717744.588,392.872
243611.841,1717744.588,392.872
243594.341,1717729.588,395.372
243594.341,1717729.588,397.872
243594.341,1717732.088,395.372
243594.341,1717732.088,397.872
243596.841,1717729.588,395.372
243596.841,1717729.588,397.872
243596.841,1717732.088,395.372
243596.841,1717732.088,397.872
243594.341,1717729.588,400.372
243594.341,1717729.588,402.872
243594.341,1717732.088,400.372
243594.341,1717732.088,402.872
243596.841,1717729.588,400.372
243596.841,1717729.588,402.872
243596.841,1717732.088,400.372
243596.841,1717732.088,402.872
243594.341,1717734.588,395.372
243594.341,1717734.588,397.872
243594.341,1717737.088,395.372
243594.341,1717737.088,397.872
243596.841,1717734.588,395.372
243596.841,1717734.588,397.872
243596.841,1717737.088,395.372
243596.841,1717737.088,397.872
243594.341,1717734.588,400.372
243594.341,1717734.588,402.872
243594.341,1717737.088,400.372
243594.341,1717737.088,402.872
243596.841,1717734.588,400.372
243596.841,1717734.588,402.872
243596.841,1717737.088,400.372
243596.841,1717737.088,402.872
243599.341,1717729.588,395.372
243599.341,1717729.588,397.872
243599.341,1717732.088,395.372
243599.341,1717732.088,397.872
243601.841,1717729.588,395.372
243601.841,1717729.588,397.872
243601.841,1717732.088,395.372
243601.841,1717732.088,397.872
243599.341,1717729.588,400.372
243599.341,1717729.588,402.872
243599.341,1717732.088,400.372
243599.341,1717732.088,402.872
243601.841,1717729.588,400.372
243601.841,1717729.588,402.872
243601.841,1717732.088,400.372
243601.841,1717732.088,402.872
243599.341,1717734.588,395.372
243599.341,1717734.588,397.872
243599.341,1717737.088,395.372
243599.341,1717737.088,397.872
243601.841,1717734.588,395.372
243601.841,1717734.588,397.872
243601.841,1717737.088,395.372
243601.841,1717737.088,397.872
243599.341,1717734.588,400.372
243599.341,1717734.588,402.872
243599.341,1717737.088,400.372
243599.341,1717737.088,402.872
243601.841,1717734.588,400.372
243601.841,1717734.588,402.872
243601.841,1717737.088,400.372
243601.841,1717737.088,402.872
243599.341,1717729.588,405.372
243601.841,1717729.588,405.372
243601.841,1717732.088,405.372
243594.341,1717739.588,395.372
243594.341,1717739.588,397.872
243594.341,1717742.088,397.872
243596.841,1717739.588,395.372
243596.841,1717739.588,397.872
243596.841,1717742.088,395.372
243596.841,1717742.088,397.872
243594.341,1717739.588,400.372
243594.341,1717739.588,402.872
243594.341,1717742.088,400.372
243594.341,1717742.088,402.872
243596.841,1717739.588,400.372
243596.841,1717739.588,402.872
243596.841,1717742.088,400.372
243596.841,1717742.088,402.872
243594.341,1717744.588,397.872
243594.341,1717747.088,397.872
243596.841,1717744.588,397.872
243596.841,1717747.088,397.872
243594.341,1717744.588,400.372
243594.341,1717744.588,402.872
243594.341,1717747.088,400.372
243594.341,1717747.088,402.872
243596.841,1717744.588,400.372
243596.841,1717744.588,402.872
243596.841,1717747.088,400.372
243596.841,1717747.088,402.872
243599.341,1717739.588,395.372
243599.341,1717739.588,397.872
243599.341,1717742.088,395.372
243599.341,1717742.088,397.872
243601.841,1717739.588,395.372
243601.841,1717739.588,397.872
243601.841,1717742.088,395.372
243601.841,1717742.088,397.872
243599.341,1717739.588,400.372
243599.341,1717739.588,402.872
243599.341,1717742.088,400.372
243599.341,1717742.088,402.872
243601.841,1717739.588,400.372
243601.841,1717739.588,402.872
243601.841,1717742.088,400.372
243601.841,1717742.088,402.872
243599.341,1717744.588,395.372
243599.341,1717744.588,397.872
243599.341,1717747.088,397.872
243601.841,1717744.588,395.372
243601.841,1717744.588,397.872
243601.841,1717747.088,395.372
243601.841,1717747.088,397.872
243599.341,1717744.588,400.372
243599.341,1717744.588,402.872
243599.341,1717747.088,400.372
243599.341,1717747.088,402.872
243601.841,1717744.588,400.372
243601.841,1717744.588,402.872
243601.841,1717747.088,400.372
243601.841,1717747.088,402.872
243594.341,1717742.088,405.372
243594.341,1717744.588,405.372
243594.341,1717747.088,405.372
243596.841,1717744.588,405.372
243596.841,1717747.088,405.372
243599.341,1717747.088,405.372
243604.341,1717729.588,395.372
243604.341,1717729.588,397.872
243604.341,1717732.088,395.372
243604.341,1717732.088,397.872
243606.841,1717729.588,395.372
243606.841,1717729.588,397.872
243606.841,1717732.088,395.372
243606.841,1717732.088,397.872
243604.341,1717729.588,400.372
243604.341,1717729.588,402.872
243604.341,1717732.088,400.372
243604.341,1717732.088,402.872
243606.841,1717729.588,400.372
243606.841,1717729.588,402.872
243606.841,1717732.088,400.372
243606.841,1717732.088,402.872
243604.341,1717734.588,395.372
243604.341,1717734.588,397.872
243604.341,1717737.088,395.372
243604.341,1717737.088,397.872
243606.841,1717734.588,395.372
243606.841,1717734.588,397.872
243606.841,1717737.088,395.372
243606.841,1717737.088,397.872
243604.341,1717734.588,400.372
243604.341,1717734.588,402.872
243604.341,1717737.088,400.372
243604.341,1717737.088,402.872
243606.841,1717734.588,400.372
243606.841,1717734.588,402.872
243606.841,1717737.088,400.372
243606.841,1717737.088,402.872
243609.341,1717729.588,395.372
243609.341,1717729.588,397.872
243609.341,1717732.088,395.372
243609.341,1717732.088,397.872
243611.841,1717729.588,395.372
243611.841,1717729.588,397.872
243611.841,1717732.088,395.372
243611.841,1717732.088,397.872
243609.341,1717729.588,400.372
243609.341,1717729.588,402.872
243609.341,1717732.088,400.372
243609.341,1717732.088,402.872
243611.841,1717729.588,400.372
243611.841,1717729.588,402.872
243611.841,1717732.088,400.372
243611.841,1717732.088,402.872
243609.341,1717734.588,395.372
243609.341,1717734.588,397.872
243609.341,1717737.088,395.372
243609.341,1717737.088,397.872
243611.841,1717734.588,395.372
243611.841,1717734.588,397.872
243611.841,1717737.088,395.372
243611.841,1717737.088,397.872
243609.341,1717734.588,400.372
243609.341,1717734.588,402.872
243609.341,1717737.088,400.372
243609.341,1717737.088,402.872
243611.841,1717734.588,400.372
243611.841,1717734.588,402.872
243611.841,1717737.088,400.372
243611.841,1717737.088,402.872
243604.341,1717729.588,405.372
243604.341,1717732.088,405.372
243606.841,1717729.588,405.372
243606.841,1717729.588,407.872
243606.841,1717732.088,405.372
243604.341,1717734.588,405.372
243606.841,1717734.588,405.372
243606.841,1717737.088,405.372
243609.341,1717729.588,405.372
243609.341,1717729.588,407.872
243609.341,1717732.088,405.372
243611.841,1717729.588,405.372
243611.841,1717729.588,407.872
243611.841,1717732.088,405.372
243611.841,1717732.088,407.872
243609.341,1717734.588,405.372
243609.341,1717737.088,405.372
243611.841,1717734.588,405.372
243611.841,1717737.088,405.372
243604.341,1717739.588,395.372
243604.341,1717739.588,397.872
243604.341,1717742.088,395.372
243604.341,1717742.088,397.872
243606.841,1717739.588,395.372
243606.841,1717739.588,397.872
243606.841,1717742.088,395.372
243606.841,1717742.088,397.872
243604.341,1717739.588,400.372
243604.341,1717739.588,402.872
243604.341,1717742.088,400.372
243604.341,1717742.088,402.872
243606.841,1717739.588,400.372
243606.841,1717739.588,402.872
243606.841,1717742.088,400.372
243606.841,1717742.088,402.872
243604.341,1717744.588,395.372
243604.341,1717744.588,397.872
243604.341,1717747.088,395.372
243604.341,1717747.088,397.872
243606.841,1717744.588,395.372
243606.841,1717744.588,397.872
243606.841,1717747.088,395.372
243606.841,1717747.088,397.872
243604.341,1717744.588,400.372
243604.341,1717744.588,402.872
243604.341,1717747.088,400.372
243604.341,1717747.088,402.872
243606.841,1717744.588,400.372
243606.841,1717744.588,402.872
243606.841,1717747.088,400.372
243606.841,1717747.088,402.872
243609.341,1717739.588,395.372
243609.341,1717739.588,397.872
243609.341,1717742.088,395.372
243609.341,1717742.088,397.872
243611.841,1717739.588,395.372
243611.841,1717739.588,397.872
243611.841,1717742.088,395.372
243611.841,1717742.088,397.872
243609.341,1717739.588,400.372
243609.341,1717739.588,402.872
243609.341,1717742.088,400.372
243609.341,1717742.088,402.872
243611.841,1717739.588,400.372
243611.841,1717739.588,402.872
243611.841,1717742.088,400.372
243611.841,1717742.088,402.872
243609.341,1717744.588,395.372
243609.341,1717744.588,397.872
243609.341,1717747.088,395.372
243609.341,1717747.088,397.872
243611.841,1717744.588,395.372
243611.841,1717744.588,397.872
243611.841,1717747.088,395.372
243611.841,1717747.088,397.872
243609.341,1717744.588,400.372
243609.341,1717744.588,402.872
243609.341,1717747.088,400.372
243609.341,1717747.088,402.872
243611.841,1717744.588,400.372
243611.841,1717744.588,402.872
243611.841,1717747.088,400.372
243611.841,1717747.088,402.872
243609.341,1717739.588,405.372
243611.841,1717739.588,405.372
243611.841,1717742.088,405.372
243594.341,1717749.588,397.872
243594.341,1717752.088,397.872
243596.841,1717749.588,397.872
243596.841,1717752.088,397.872
243594.341,1717749.588,400.372
243594.341,1717749.588,402.872
243594.341,1717752.088,400.372
243594.341,1717752.088,402.872
243596.841,1717749.588,400.372
243596.841,1717749.588,402.872
243596.841,1717752.088,400.372
243596.841,1717752.088,402.872
243596.841,1717754.588,397.872
243594.341,1717754.588,400.372
243594.341,1717754.588,402.872
243594.341,1717757.088,400.372
243594.341,1717757.088,402.872
243596.841,1717754.588,400.372
243596.841,1717754.588,402.872
243596.841,1717757.088,400.372
243596.841,1717757.088,402.872
243599.341,1717749.588,397.872
243599.341,1717752.088,397.872
243601.841,1717749.588,397.872
243601.841,1717752.088,397.872
243599.341,1717749.588,400.372
243599.341,1717749.588,402.872
243599.341,1717752.088,400.372
243599.341,1717752.088,402.872
243601.841,1717749.588,400.372
243601.841,1717749.588,402.872
243601.841,1717752.088,400.372
243601.841,1717752.088,402.872
243599.341,1717754.588,397.872
243599.341,1717757.088,397.872
243601.841,1717754.588,397.872
243601.841,1717757.088,397.872
243599.341,1717754.588,400.372
243599.341,1717754.588,402.872
243599.341,1717757.088,400.372
243599.341,1717757.088,402.872
243601.841,1717754.588,400.372
243601.841,1717754.588,402.872
243601.841,1717757.088,400.372
243601.841,1717757.088,402.872
243594.341,1717749.588,405.372
243594.341,1717752.088,405.372
243596.841,1717749.588,405.372
243596.841,1717752.088,405.372
243594.341,1717754.588,405.372
243594.341,1717757.088,405.372
243596.841,1717754.588,405.372
243596.841,1717757.088,405.372
243599.341,1717749.588,405.372
243599.341,1717752.088,405.372
243601.841,1717749.588,405.372
243601.841,1717752.088,405.372
243599.341,1717754.588,405.372
243599.341,1717757.088,405.372
243601.841,1717754.588,405.372
243601.841,1717757.088,405.372
243594.341,1717759.588,400.372
243594.341,1717759.588,402.872
243594.341,1717762.088,400.372
243594.341,1717762.088,402.872
243596.841,1717759.588,400.372
243596.841,1717759.588,402.872
243596.841,1717762.088,400.372
243596.841,1717762.088,402.872
243594.341,1717764.588,400.372
243594.341,1717764.588,402.872
243594.341,1717767.088,400.372
243594.341,1717767.088,402.872
243596.841,1717764.588,400.372
243596.841,1717764.588,402.872
243596.841,1717767.088,400.372
243596.841,1717767.088,402.872
243601.841,1717759.588,397.872
243599.341,1717759.588,400.372
243599.341,1717759.588,402.872
243599.341,1717762.088,400.372
243599.341,1717762.088,402.872
243601.841,1717759.588,400.372
243601.841,1717759.588,402.872
243601.841,1717762.088,400.372
243601.841,1717762.088,402.872
243599.341,1717764.588,400.372
243599.341,1717764.588,402.872
243599.341,1717767.088,400.372
243599.341,1717767.088,402.872
243601.841,1717764.588,400.372
243601.841,1717764.588,402.872
243601.841,1717767.088,400.372
243601.841,1717767.088,402.872
243594.341,1717759.588,405.372
243594.341,1717759.588,407.872
243594.341,1717762.088,405.372
243594.341,1717762.088,407.872
243596.841,1717759.588,405.372
243596.841,1717759.588,407.872
243596.841,1717762.088,405.372
243596.841,1717762.088,407.872
243594.341,1717764.588,405.372
243594.341,1717764.588,407.872
243594.341,1717767.088,405.372
243594.341,1717767.088,407.872
243596.841,1717764.588,405.372
243596.841,1717764.588,407.872
243596.841,1717767.088,405.372
243596.841,1717767.088,407.872
243599.341,1717759.588,405.372
243599.341,1717762.088,405.372
243599.341,1717762.088,407.872
243601.841,1717759.588,405.372
243601.841,1717762.088,405.372
243601.841,1717762.088,407.872
243599.341,1717764.588,405.372
243599.341,1717764.588,407.872
243599.341,1717767.088,405.372
243599.341,1717767.088,407.872
243601.841,1717764.588,405.372
243601.841,1717764.588,407.872
243601.841,1717767.088,405.372
243601.841,1717767.088,407.872
243604.341,1717749.588,395.372
243604.341,1717749.588,397.872
243604.341,1717752.088,397.872
243606.841,1717749.588,395.372
243606.841,1717749.588,397.872
243606.841,1717752.088,395.372
243606.841,1717752.088,397.872
243604.341,1717749.588,400.372
243604.341,1717749.588,402.872
243604.341,1717752.088,400.372
243604.341,1717752.088,402.872
243606.841,1717749.588,400.372
243606.841,1717749.588,402.872
243606.841,1717752.088,400.372
243606.841,1717752.088,402.872
243604.341,1717754.588,397.872
243604.341,1717757.088,397.872
243606.841,1717754.588,397.872
243606.841,1717757.088,397.872
243604.341,1717754.588,400.372
243604.341,1717754.588,402.872
243604.341,1717757.088,400.372
243604.341,1717757.088,402.872
243606.841,1717754.588,400.372
243606.841,1717754.588,402.872
243606.841,1717757.088,400.372
243606.841,1717757.088,402.872
243609.341,1717749.588,395.372
243609.341,1717749.588,397.872
243609.341,1717752.088,395.372
243609.341,1717752.088,397.872
243611.841,1717749.588,395.372
243611.841,1717749.588,397.872
243611.841,1717752.088,395.372
243611.841,1717752.088,397.872
243609.341,1717749.588,400.372
243609.341,1717749.588,402.872
243609.341,1717752.088,400.372
243609.341,1717752.088,402.872
243611.841,1717749.588,400.372
243611.841,1717749.588,402.872
243611.841,1717752.088,400.372
243611.841,1717752.088,402.872
243609.341,1717754.588,395.372
243609.341,1717754.588,397.872
243609.341,1717757.088,397.872
243611.841,1717754.588,395.372
243611.841,1717754.588,397.872
243611.841,1717757.088,397.872
243609.341,1717754.588,400.372
243609.341,1717754.588,402.872
243609.341,1717757.088,400.372
243609.341,1717757.088,402.872
243611.841,1717754.588,400.372
243611.841,1717754.588,402.872
243611.841,1717757.088,400.372
243611.841,1717757.088,402.872
243604.341,1717752.088,405.372
243604.341,1717754.588,405.372
243604.341,1717757.088,405.372
243606.841,1717754.588,405.372
243606.841,1717757.088,405.372
243609.341,1717754.588,405.372
243609.341,1717757.088,405.372
243611.841,1717754.588,405.372
243611.841,1717757.088,405.372
243604.341,1717759.588,397.872
243604.341,1717762.088,397.872
243606.841,1717759.588,397.872
243606.841,1717762.088,397.872
243604.341,1717759.588,400.372
243604.341,1717759.588,402.872
243604.341,1717762.088,400.372
243604.341,1717762.088,402.872
243606.841,1717759.588,400.372
243606.841,1717759.588,402.872
243606.841,1717762.088,400.372
243606.841,1717762.088,402.872
243606.841,1717764.588,397.872
243604.341,1717764.588,400.372
243604.341,1717764.588,402.872
243604.341,1717767.088,400.372
243604.341,1717767.088,402.872
243606.841,1717764.588,400.372
243606.841,1717764.588,402.872
243606.841,1717767.088,400.372
243606.841,1717767.088,402.872
243609.341,1717759.588,397.872
243609.341,1717762.088,397.872
243611.841,1717759.588,397.872
243611.841,1717762.088,397.872
243609.341,1717759.588,400.372
243609.341,1717759.588,402.872
243609.341,1717762.088,400.372
243609.341,1717762.088,402.872
243611.841,1717759.588,400.372
243611.841,1717759.588,402.872
243611.841,1717762.088,400.372
243611.841,1717762.088,402.872
243609.341,1717764.588,397.872
243609.341,1717767.088,397.872
243611.841,1717764.588,397.872
243611.841,1717767.088,397.872
243609.341,1717764.588,400.372
243609.341,1717764.588,402.872
243609.341,1717767.088,400.372
243609.341,1717767.088,402.872
243611.841,1717764.588,400.372
243611.841,1717764.588,402.872
243611.841,1717767.088,400.372
243611.841,1717767.088,402.872
243604.341,1717759.588,405.372
243604.341,1717762.088,405.372
243604.341,1717762.088,407.872
243606.841,1717759.588,405.372
243606.841,1717762.088,405.372
243604.341,1717764.588,405.372
243604.341,1717764.588,407.872
243604.341,1717767.088,405.372
243604.341,1717767.088,407.872
243606.841,1717764.588,405.372
243606.841,1717764.588,407.872
243606.841,1717767.088,405.372
243606.841,1717767.088,407.872
243609.341,1717759.588,405.372
243609.341,1717762.088,405.372
243611.841,1717759.588,405.372
243611.841,1717762.088,405.372
243609.341,1717764.588,405.372
243609.341,1717764.588,407.872
243609.341,1717767.088,405.372
243609.341,1717767.088,407.872
243611.841,1717764.588,405.372
243611.841,1717767.088,405.372
243611.841,1717767.088,407.872
243534.341,1717769.588,400.372
243534.341,1717769.588,402.872
243534.341,1717772.088,400.372
243534.341,1717772.088,402.872
243536.841,1717769.588,400.372
243536.841,1717769.588,402.872
243536.841,1717772.088,400.372
243536.841,1717772.088,402.872
243534.341,1717774.588,400.372
243534.341,1717774.588,402.872
243534.341,1717777.088,400.372
243534.341,1717777.088,402.872
243536.841,1717774.588,400.372
243536.841,1717774.588,402.872
243536.841,1717777.088,400.372
243536.841,1717777.088,402.872
243539.341,1717769.588,400.372
243539.341,1717769.588,402.872
243539.341,1717772.088,400.372
243539.341,1717772.088,402.872
243541.841,1717769.588,400.372
243541.841,1717769.588,402.872
243541.841,1717772.088,400.372
243541.841,1717772.088,402.872
243539.341,1717774.588,400.372
243539.341,1717774.588,402.872
243539.341,1717777.088,400.372
243539.341,1717777.088,402.872
243541.841,1717774.588,400.372
243541.841,1717774.588,402.872
243541.841,1717777.088,400.372
243541.841,1717777.088,402.872
243534.341,1717769.588,405.372
243534.341,1717769.588,407.872
243534.341,1717772.088,405.372
243534.341,1717772.088,407.872
243536.841,1717769.588,405.372
243536.841,1717769.588,407.872
243536.841,1717772.088,405.372
243536.841,1717772.088,407.872
243534.341,1717774.588,405.372
243534.341,1717774.588,407.872
243534.341,1717777.088,405.372
243534.341,1717777.088,407.872
243536.841,1717774.588,405.372
243536.841,1717774.588,407.872
243536.841,1717777.088,405.372
243536.841,1717777.088,407.872
243534.341,1717777.088,410.372
243536.841,1717777.088,410.372
243539.341,1717769.588,405.372
243539.341,1717769.588,407.872
243539.341,1717772.088,405.372
243539.341,1717772.088,407.872
243541.841,1717769.588,405.372
243541.841,1717769.588,407.872
243541.841,1717772.088,405.372
243541.841,1717772.088,407.872
243539.341,1717769.588,410.372
243541.841,1717769.588,410.372
243541.841,1717772.088,410.372
243539.341,1717774.588,405.372
243539.341,1717774.588,407.872
243539.341,1717777.088,405.372
243539.341,1717777.088,407.872
243541.841,1717774.588,405.372
243541.841,1717774.588,407.872
243541.841,1717777.088,405.372
243541.841,1717777.088,407.872
243541.841,1717774.588,410.372
243541.841,1717777.088,410.372
243534.341,1717779.588,400.372
243534.341,1717779.588,402.872
243534.341,1717782.088,400.372
243534.341,1717782.088,402.872
243536.841,1717779.588,400.372
243536.841,1717779.588,402.872
243536.841,1717782.088,400.372
243536.841,1717782.088,402.872
243534.341,1717784.588,400.372
243534.341,1717784.588,402.872
243534.341,1717787.088,400.372
243534.341,1717787.088,402.872
243536.841,1717784.588,400.372
243536.841,1717784.588,402.872
243536.841,1717787.088,400.372
243536.841,1717787.088,402.872
243539.341,1717779.588,400.372
243539.341,1717779.588,402.872
243539.341,1717782.088,400.372
243539.341,1717782.088,402.872
243541.841,1717779.588,402.872
243541.841,1717782.088,402.872
243539.341,1717784.588,400.372
243539.341,1717784.588,402.872
243539.341,1717787.088,400.372
243539.341,1717787.088,402.872
243541.841,1717784.588,402.872
243541.841,1717787.088,402.872
243534.341,1717779.588,405.372
243534.341,1717779.588,407.872
243534.341,1717782.088,405.372
243534.341,1717782.088,407.872
243536.841,1717779.588,405.372
243536.841,1717779.588,407.872
243536.841,1717782.088,405.372
243536.841,1717782.088,407.872
243534.341,1717779.588,410.372
243534.341,1717782.088,410.372
243534.341,1717782.088,412.872
243536.841,1717779.588,410.372
243536.841,1717782.088,410.372
243534.341,1717784.588,405.372
243534.341,1717784.588,407.872
243534.341,1717787.088,405.372
243534.341,1717787.088,407.872
243536.841,1717784.588,405.372
243536.841,1717784.588,407.872
243536.841,1717787.088,405.372
243536.841,1717787.088,407.872
243534.341,1717784.588,410.372
243534.341,1717784.588,412.872
243534.341,1717787.088,410.372
243534.341,1717787.088,412.872
243536.841,1717784.588,410.372
243536.841,1717784.588,412.872
243536.841,1717787.088,410.372
243536.841,1717787.088,412.872
243539.341,1717779.588,405.372
243539.341,1717779.588,407.872
243539.341,1717782.088,405.372
243539.341,1717782.088,407.872
243541.841,1717779.588,405.372
243541.841,1717779.588,407.872
243541.841,1717782.088,405.372
243541.841,1717782.088,407.872
243539.341,1717779.588,410.372
243539.341,1717782.088,410.372
243541.841,1717779.588,410.372
243541.841,1717782.088,410.372
243539.341,1717784.588,405.372
243539.341,1717784.588,407.872
243539.341,1717787.088,405.372
243539.341,1717787.088,407.872
243541.841,1717784.588,405.372
243541.841,1717784.588,407.872
243541.841,1717787.088,405.372
243541.841,1717787.088,407.872
243539.341,1717784.588,410.372
243539.341,1717787.088,410.372
243539.341,1717787.088,412.872
243541.841,1717784.588,410.372
243541.841,1717787.088,410.372
243541.841,1717787.088,412.872
243546.841,1717769.588,397.872
243544.341,1717769.588,400.372
243544.341,1717769.588,402.872
243544.341,1717772.088,400.372
243544.341,1717772.088,402.872
243546.841,1717769.588,400.372
243546.841,1717769.588,402.872
243546.841,1717772.088,400.372
243546.841,1717772.088,402.872
243544.341,1717774.588,400.372
243544.341,1717774.588,402.872
243544.341,1717777.088,402.872
243546.841,1717774.588,400.372
243546.841,1717774.588,402.872
243546.841,1717777.088,402.872
243549.341,1717769.588,397.872
243551.841,1717769.588,397.872
243551.841,1717772.088,397.872
243549.341,1717769.588,400.372
243549.341,1717769.588,402.872
243549.341,1717772.088,400.372
243549.341,1717772.088,402.872
243551.841,1717769.588,400.372
243551.841,1717769.588,402.872
243551.841,1717772.088,400.372
243551.841,1717772.088,402.872
243549.341,1717774.588,400.372
243549.341,1717774.588,402.872
243549.341,1717777.088,400.372
243549.341,1717777.088,402.872
243551.841,1717774.588,400.372
243551.841,1717774.588,402.872
243551.841,1717777.088,400.372
243551.841,1717777.088,402.872
243544.341,1717769.588,405.372
243544.341,1717769.588,407.872
243544.341,1717772.088,405.372
243544.341,1717772.088,407.872
243546.841,1717769.588,405.372
243546.841,1717769.588,407.872
243546.841,1717772.088,405.372
243546.841,1717772.088,407.872
243544.341,1717769.588,410.372
243544.341,1717772.088,410.372
243546.841,1717769.588,410.372
243546.841,1717772.088,410.372
243544.341,1717774.588,405.372
243544.341,1717774.588,407.872
243544.341,1717777.088,405.372
243544.341,1717777.088,407.872
243546.841,1717774.588,405.372
243546.841,1717774.588,407.872
243546.841,1717777.088,405.372
243546.841,1717777.088,407.872
243544.341,1717774.588,410.372
243544.341,1717777.088,410.372
243546.841,1717774.588,410.372
243546.841,1717777.088,410.372
243549.341,1717769.588,405.372
243549.341,1717769.588,407.872
243549.341,1717772.088,405.372
243549.341,1717772.088,407.872
243551.841,1717769.588,405.372
243551.841,1717769.588,407.872
243551.841,1717772.088,405.372
243551.841,1717772.088,407.872
243549.341,1717769.588,410.372
243549.341,1717769.588,412.872
243549.341,1717772.088,410.372
243549.341,1717772.088,412.872
243551.841,1717769.588,410.372
243551.841,1717769.588,412.872
243551.841,1717772.088,410.372
243551.841,1717772.088,412.872
243549.341,1717774.588,405.372
243549.341,1717774.588,407.872
243549.341,1717777.088,405.372
243549.341,1717777.088,407.872
243551.841,1717774.588,405.372
243551.841,1717774.588,407.872
243551.841,1717777.088,405.372
243551.841,1717777.088,407.872
243549.341,1717774.588,410.372
243549.341,1717774.588,412.872
243549.341,1717777.088,410.372
243549.341,1717777.088,412.872
243551.841,1717774.588,410.372
243551.841,1717774.588,412.872
243551.841,1717777.088,410.372
243551.841,1717777.088,412.872
243544.341,1717779.588,402.872
243544.341,1717782.088,402.872
243546.841,1717779.588,402.872
243546.841,1717782.088,402.872
243544.341,1717784.588,402.872
243544.341,1717787.088,402.872
243546.841,1717784.588,402.872
243546.841,1717787.088,402.872
243549.341,1717779.588,402.872
243549.341,1717782.088,402.872
243551.841,1717779.588,402.872
243551.841,1717782.088,402.872
243549.341,1717784.588,402.872
243551.841,1717784.588,402.872
243544.341,1717779.588,405.372
243544.341,1717779.588,407.872
243544.341,1717782.088,405.372
243544.341,1717782.088,407.872
243546.841,1717779.588,405.372
243546.841,1717779.588,407.872
243546.841,1717782.088,405.372
243546.841,1717782.088,407.872
243544.341,1717779.588,410.372
243544.341,1717782.088,410.372
243546.841,1717779.588,410.372
243546.841,1717782.088,410.372
243544.341,1717784.588,405.372
243544.341,1717784.588,407.872
243544.341,1717787.088,405.372
243544.341,1717787.088,407.872
243546.841,1717784.588,405.372
243546.841,1717784.588,407.872
243546.841,1717787.088,405.372
243546.841,1717787.088,407.872
243544.341,1717784.588,410.372
243544.341,1717787.088,410.372
243544.341,1717787.088,412.872
243546.841,1717784.588,410.372
243546.841,1717787.088,410.372
243546.841,1717787.088,412.872
243549.341,1717779.588,405.372
243549.341,1717779.588,407.872
243549.341,1717782.088,405.372
243549.341,1717782.088,407.872
243551.841,1717779.588,405.372
243551.841,1717779.588,407.872
243551.841,1717782.088,405.372
243551.841,1717782.088,407.872
243549.341,1717779.588,410.372
243549.341,1717779.588,412.872
243549.341,1717782.088,410.372
243549.341,1717782.088,412.872
243551.841,1717779.588,410.372
243551.841,1717779.588,412.872
243551.841,1717782.088,410.372
243551.841,1717782.088,412.872
243549.341,1717784.588,405.372
243549.341,1717784.588,407.872
243549.341,1717787.088,405.372
243549.341,1717787.088,407.872
243551.841,1717784.588,405.372
243551.841,1717784.588,407.872
243551.841,1717787.088,405.372
243551.841,1717787.088,407.872
243549.341,1717784.588,410.372
243549.341,1717784.588,412.872
243549.341,1717787.088,410.372
243549.341,1717787.088,412.872
243551.841,1717784.588,410.372
